dc_key,race,sex,fatal,date,has_court_case,age,street_name,block_number,zip_code,council_district,police_district,neighborhood,house_district,senate_district,school_catchment,lng,lat
2.02024E+11,Hispanic (Black or White),Male,Nonfatal,4/30/2020 12:43,No,20,HARTVILLE ST,3100,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.119969,39.99673999999998
2.02024E+11,Hispanic (Black or White),Male,Nonfatal,4/30/2020 1:23,No,24,E CLEARFIELD ST,700,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.117622,39.99537500000001
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/29/2020 23:12,No,38,N 52ND ST,600,19131,3,19,Mill Creek-Parkside,190,7,Universal Charter School at Daroff,-75.225858,39.97110200000001
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/29/2020 20:50,No,29,RUTLAND ST,5200,19124,7,15,Frankford,177,2,The Philadelphia Charter School for Arts and Sciences,-75.086228,40.028322
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/29/2020 17:21,Yes,25,HAINES ST,1600,19126,9,35,Ogontz,203,4,William Rowen School,-75.144797,40.05821799999999
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/29/2020 12:11,No,24,PRATT ST,1300,19124,7,15,Frankford,179,2,The Philadelphia Charter School for Arts and Sciences,-75.082319,40.024913000000005
2.02025E+11,Hispanic (Black or White),Male,Nonfatal,4/28/2020 18:17,No,33,N FRONT ST,2700,19133,7,25,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.130748,39.99192
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/28/2020 15:37,No,34,GRAYS LN,1900,19143,3,12,Paschall-Kingsessing,186,8,S. Weir Mitchell School,-75.222788,39.935570999999996
2.02025E+11,Black (Non-Hispanic),Male,Fatal,4/28/2020 13:57,Yes,20,N 3RD ST,4700,19120,7,25,Olney-Feltonville,197,3,Clara Barton School,-75.130342,40.023552
2.02025E+11,Black (Non-Hispanic),Male,Fatal,4/28/2020 13:57,Yes,18,N 3RD ST,4700,19120,7,25,Olney-Feltonville,197,3,Clara Barton School,-75.130342,40.023552
2.02014E+11,Black (Non-Hispanic),Male,Nonfatal,4/27/2020 5:05,Yes,20,MUSGRAVE ST,6400,19119,8,14,East Mt. Airy,200,4,Eleanor C. Emlen School,-75.1776,40.05066000000001
2.02014E+11,Black (Non-Hispanic),Male,Nonfatal,4/26/2020 20:27,No,25,MORTON ST,5600,19144,8,14,Germantown,198,4,Mastery Charter School at Wister,-75.168942,40.039317999999994
2.02015E+11,Black (Non-Hispanic),Female,Nonfatal,4/26/2020 11:59,No,19,TULIP ST,5100,19124,7,15,Frankford,179,2,James J. Sullivan School,-75.071057,40.01183400000001
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/26/2020 11:59,No,22,TULIP ST,5100,19124,7,15,Frankford,179,2,James J. Sullivan School,-75.071057,40.01183400000001
2.02024E+11,Hispanic (Black or White),Male,Nonfatal,4/26/2020 3:11,No,23,E TIOGA ST,800,19134,7,24,Juniata Park-Harrowgate,180,2,Philip H. Sheridan School,-75.114411,40.001358
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/25/2020 21:06,No,18,OLD YORK RD,5500,19141,9,35,Logan,201,3,Lindley Academy Charter at Birney,-75.144636,40.03694400000001
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/25/2020 12:56,Yes,21,THEODORE ST,6300,19142,2,12,Eastwick-Elmwood,185,8,Thomas G. Morton School,-75.22731,39.922701
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/25/2020 12:56,No,18,THEODORE ST,6300,19142,2,12,Eastwick-Elmwood,185,8,Thomas G. Morton School,-75.227394,39.922771
2.02015E+11,Black (Non-Hispanic),Male,Fatal,4/25/2020 9:05,No,32,N PENN ST,4200,19124,7,15,Frankford,179,2,John Marshall School,-75.091034,40.011885
2.02039E+11,Black (Non-Hispanic),Male,Nonfatal,4/25/2020 3:07,No,21,N 22ND ST,3000,19132,8,39,Nicetown-Tioga,197,3,E. Washington Rhodes School,-75.166607,40.000326
2.02026E+11,Black (Non-Hispanic),Male,Nonfatal,4/25/2020 2:15,No,20,MASTER ST,800,19122,5,26,Poplar-Temple,181,1,James R. Ludlow School,-75.149844,39.973314999999985
2.02026E+11,Black (Non-Hispanic),Male,Nonfatal,4/24/2020 21:04,Yes,18,W GIRARD AVE,600,19122,5,26,Poplar-Temple,181,1,James R. Ludlow School,-75.146895,39.970526000000014
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/24/2020 20:23,No,31,W SPENCER AVE,1200,19141,9,35,Oak Lane - Fernrock,201,3,Julia W. Howe School,-75.139845,40.04550899999999
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/24/2020 19:45,No,20,W SUSQUEHANNA AVE,1500,19121,5,22,Sharswood-Stanton,181,3,Tanner G. Duckrey School,-75.157918,39.98649
2.02022E+11,Black (Non-Hispanic),Female,Nonfatal,4/24/2020 15:46,No,13,W YORK ST,2000,19132,5,22,Strawberry Mansion,181,3,William Dick School,-75.165869,39.990745
2.02016E+11,Black (Non-Hispanic),Male,Fatal,4/23/2020 21:23,No,33,N 42ND ST,900,19104,3,16,Mill Creek-Parkside,190,7,Rudolph Blankenburg School,-75.208206,39.97020800000001
2.02024E+11,Hispanic (Black or White),Male,Nonfatal,4/23/2020 21:06,No,30,WORRELL ST,1600,19124,7,24,Juniata Park-Harrowgate,180,2,Francis Hopkinson School,-75.096133,40.00767500000001
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/23/2020 18:00,No,18,TULIP ST,5100,19124,7,15,Frankford,179,2,James J. Sullivan School,-75.071057,40.01183400000001
2.02039E+11,Black (Non-Hispanic),Male,Nonfatal,4/23/2020 17:56,Yes,18,N LAMBERT ST,2800,19132,8,39,Nicetown-Tioga,197,3,Thomas M. Peirce School,-75.164539,39.99752599999997
2.02012E+11,Black (Non-Hispanic),Male,Fatal,4/23/2020 14:50,Yes,17,DICKS AVE,6400,19142,2,12,Eastwick-Elmwood,185,8,Thomas G. Morton School,-75.227378,39.91989999999999
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/22/2020 21:12,No,19,GREENWAY AVE,5300,19143,3,12,Paschall-Kingsessing,186,8,Benjamin B. Comegys School,-75.219249,39.938226
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/22/2020 21:12,No,19,GREENWAY AVE,5300,19143,3,12,Paschall-Kingsessing,186,8,Benjamin B. Comegys School,-75.219249,39.938226
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/22/2020 21:12,No,19,GREENWAY AVE,5300,19143,3,12,Paschall-Kingsessing,186,8,Benjamin B. Comegys School,-75.219388,39.938343999999994
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/22/2020 20:12,No,21,N BOUVIER ST,6200,19141,8,35,Ogontz,201,4,Prince Hall School,-75.148011,40.04957600000002
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/22/2020 14:51,No,27,GREEBY ST,4100,19135,6,15,Wissinoming-Tacony,177,2,Hamilton Disston School,-75.05408,40.027986999999996
2.02019E+11,Black (Non-Hispanic),Male,Fatal,4/21/2020 22:55,No,19,WESTMINSTER AVE,5400,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Daroff,-75.229747,39.96773700000001
2.02024E+11,White (Non-Hispanic),Male,Nonfatal,4/21/2020 2:45,No,26,E SOMERSET ST,2200,19134,1,24,Upper Kensington,175,1,Frances E. Willard School,-75.117396,39.985505999999965
2.02024E+11,Black (Non-Hispanic),Male,Nonfatal,4/20/2020 20:12,No,29,AMBER ST,2900,19134,1,24,Upper Kensington,175,1,Frances E. Willard School,-75.116728,39.988691
2.02025E+11,Hispanic (Black or White),Male,Nonfatal,4/20/2020 19:59,No,48,N FRONT ST,2800,19133,7,25,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.130603,39.992585999999996
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/20/2020 16:50,Yes,16,TORRESDALE AVE,6000,19135,6,15,Wissinoming-Tacony,173,5,Henry W. Lawton School,-75.057789,40.01850900000001
2.02019E+11,Black (Non-Hispanic),Male,Fatal,4/20/2020 10:26,No,29,MARKET ST,6300,19151,3,18,Overbrook Park-Wynnefield Heights,192,8,John Barry School,-75.247206,39.96275500000001
2.02025E+11,Hispanic (Black or White),Male,Nonfatal,4/20/2020 9:21,No,28,MUTTER ST,2900,19133,7,25,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.132702,39.994384999999994
2.02025E+11,White (Non-Hispanic),Male,Nonfatal,4/20/2020 9:21,No,30,MUTTER ST,2900,19133,7,25,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.132702,39.994384999999994
2.02025E+11,Black (Non-Hispanic),Male,Nonfatal,4/20/2020 9:21,No,45,MUTTER ST,2900,19133,7,25,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.132702,39.994384999999994
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/20/2020 6:42,No,24,FOULKROD ST,1600,19124,7,15,Frankford,179,2,Mastery Charter School at Smedley,-75.081876,40.01752900000001
2.02016E+11,Black (Non-Hispanic),Male,Nonfatal,4/19/2020 23:56,No,42,W GIRARD AVE,4000,19104,3,16,Mill Creek-Parkside,190,7,Rudolph Blankenburg School,-75.205081,39.974136
2.02006E+11,Black (Non-Hispanic),Female,Nonfatal,4/19/2020 18:25,No,16,N 11TH ST,800,19123,5,6,Poplar-Temple,181,1,General Philip Kearny School,-75.154898,39.96728699999999
2.02039E+11,Black (Non-Hispanic),Male,Nonfatal,4/19/2020 10:30,No,36,N RINGGOLD ST,2700,19132,4,39,Nicetown-Tioga,195,7,Thomas M. Peirce School,-75.171086,39.997042
2.02002E+11,Hispanic (Black or White),Male,Nonfatal,4/19/2020 2:50,Yes,31,MONTOUR ST,7300,19111,10,2,Rhawnhurst-Fox Chase,172,5,Kennedy C. Crossan School,-75.078237,40.05914700000002
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/18/2020 18:30,No,16,W BERKS ST,2600,19121,5,22,Strawberry Mansion,195,3,Edward Gideon School,-75.176973,39.98534399999999
2.02025E+11,Hispanic (Black or White),Male,Fatal,4/18/2020 15:10,Yes,22,N HANCOCK ST,2800,19133,7,25,Hunting Park-Fairhill,180,2,Isaac A. Sheppard School,-75.133444,39.992902999999984
2.02014E+11,Black (Non-Hispanic),Male,Fatal,4/18/2020 6:29,No,29,W GODFREY AVE,5500,19138,8,14,Germantown,198,4,Mastery Charter School at Pastorius,-75.158119,40.04928500000002
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/18/2020 5:22,No,45,W LEHIGH AVE,2500,19132,5,22,Strawberry Mansion,195,7,Thomas M. Peirce School,-75.172506,39.99619100000001
2.02014E+11,Black (Non-Hispanic),Male,Fatal,4/17/2020 22:37,No,45,MONTANA ST,200,19119,8,14,East Mt. Airy,200,4,Eleanor C. Emlen School,-75.180637,40.053453000000005
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/17/2020 22:20,No,21,N 32ND ST,1700,19121,5,22,Strawberry Mansion,195,3,James G. Blaine School,-75.18668,39.98261
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/17/2020 22:20,No,21,N 32ND ST,1700,19121,5,22,Strawberry Mansion,195,3,James G. Blaine School,-75.18668,39.98261
2.02025E+11,Black (Non-Hispanic),Male,Nonfatal,4/17/2020 20:00,No,23,N 13TH ST,3100,19132,5,25,Nicetown-Tioga,197,3,Mary M. Bethune School,-75.150915,40.001053000000006
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/17/2020 15:08,No,30,MAGEE AVE,4700,19135,6,15,Wissinoming-Tacony,173,5,Hamilton Disston School,-75.048359,40.02325499999999
2.02025E+11,Hispanic (Black or White),Male,Fatal,4/16/2020 21:00,Yes,19,W WESTMORELAND ST,200,19140,7,25,Hunting Park-Fairhill,197,2,Honorable Luis Munoz-Marin School,-75.132928,40.000642000000006
2.02025E+11,Black (Non-Hispanic),Male,Fatal,4/16/2020 9:49,No,23,E MADISON ST,700,19134,7,25,Upper Kensington,180,2,Philip H. Sheridan School,-75.116032,39.99772300000001
2.02016E+11,Black (Non-Hispanic),Male,Nonfatal,4/15/2020 21:49,No,41,N MARKOE ST,800,19139,3,16,Mill Creek-Parkside,190,7,James Rhoads School,-75.214755,39.96838400000001
2.02002E+11,Hispanic (Black or White),Male,Nonfatal,4/15/2020 21:00,Yes,17,SAINT VINCENT ST,2000,19149,6,2,Oxford Circle,172,5,Solomon Solis-Cohen School,-75.060924,40.04566299999999
2.02002E+11,Black (Non-Hispanic),Male,Nonfatal,4/15/2020 21:00,No,15,SAINT VINCENT ST,2000,19149,6,2,Oxford Circle,172,5,Solomon Solis-Cohen School,-75.060924,40.04566299999999
2.02002E+11,Black (Non-Hispanic),Male,Nonfatal,4/15/2020 17:00,No,16,SAINT VINCENT ST,2000,19149,6,2,Oxford Circle,172,5,Solomon Solis-Cohen School,-75.060924,40.04566299999999
2.02024E+11,Black (Non-Hispanic),Male,Nonfatal,4/15/2020 3:25,No,24,E MADISON ST,800,19134,7,24,Upper Kensington,180,2,Philip H. Sheridan School,-75.11515,39.99757100000001
2.02022E+11,Black (Non-Hispanic),Male,Fatal,4/14/2020 22:55,No,32,N 24TH ST,2500,19132,5,22,Strawberry Mansion,181,3,Richard R. Wright School,-75.171213,39.99376699999999
2.02025E+11,Black (Non-Hispanic),Female,Nonfatal,4/14/2020 19:15,No,32,E MADISON ST,700,19134,7,25,Upper Kensington,180,2,Philip H. Sheridan School,-75.116348,39.99776599999999
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/14/2020 18:10,No,50,MARGARET ST,2000,19124,7,15,Frankford,179,2,Allen M. Stearne School,-75.077287,40.01149000000001
2.02025E+11,Black (Non-Hispanic),Male,Nonfatal,4/14/2020 15:19,No,27,W INDIANA AVE,400,19133,7,25,Hunting Park-Fairhill,197,2,Julia de Burgos School,-75.137381,39.996420000000015
2.02014E+11,Black (Non-Hispanic),Male,Fatal,4/14/2020 2:05,Yes,38,LOCUST AVE,700,19144,8,14,Germantown,198,4,Mastery Charter School at Pastorius,-75.163142,40.043814000000005
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/13/2020 22:17,Yes,35,W GIRARD AVE,1400,19130,5,22,Sharswood-Stanton,181,3,General George G. Meade School,-75.160419,39.971655
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/13/2020 21:19,No,18,BUIST AVE,6100,19142,3,12,Eastwick-Elmwood,191,8,Thomas G. Morton School,-75.223486,39.924858000000015
2.02035E+11,Black (Non-Hispanic),Male,Fatal,4/13/2020 9:30,No,22,CHELTEN AVE,200,19120,9,35,Oak Lane - Fernrock,203,3,James R. Lowell School,-75.123488,40.046538
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/13/2020 9:30,No,3,CHELTEN AVE,200,19120,9,35,Oak Lane - Fernrock,203,3,James R. Lowell School,-75.123488,40.046538
2.02024E+11,Black (Non-Hispanic),Male,Fatal,4/13/2020 0:53,No,28,KENSINGTON AVE,3600,19134,1,24,Juniata Park-Harrowgate,180,5,John H. Webster School,-75.103435,40.00175200000002
2.02024E+11,Black (Non-Hispanic),Male,Nonfatal,4/13/2020 0:53,No,58,KENSINGTON AVE,3600,19134,1,24,Juniata Park-Harrowgate,180,5,John H. Webster School,-75.103435,40.00175200000002
2.02017E+11,Black (Non-Hispanic),Male,Fatal,4/12/2020 23:35,No,46,S 23RD ST,1500,19146,2,17,Schuylkill-Point Breeze,186,8,Delaplaine McDaniel School,-75.182873,39.93339
2.02024E+11,White (Non-Hispanic),Male,Nonfatal,4/12/2020 20:53,No,52,KENSINGTON AVE,3600,19134,1,24,Juniata Park-Harrowgate,180,5,John H. Webster School,-75.103435,40.00175200000002
2.02016E+11,Black (Non-Hispanic),Male,Nonfatal,4/12/2020 18:12,No,44,LANCASTER AVE,4700,19131,3,16,Mill Creek-Parkside,190,7,Martha Washington School,-75.216296,39.971668
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/12/2020 10:45,No,44,PAGE ST,3000,19121,5,22,Strawberry Mansion,195,3,James G. Blaine School,-75.18255,39.987015
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/12/2020 10:45,No,30,PAGE ST,3000,19121,5,22,Strawberry Mansion,195,3,James G. Blaine School,-75.18255,39.987015
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/12/2020 6:15,No,31,LANCASTER AVE,6300,19151,4,19,Haddington-Overbrook,192,7,Overbrook Elementary School,-75.247792,39.98525899999999
2.02012E+11,Hispanic (Black or White),Male,Nonfatal,4/11/2020 18:46,No,34,GREENWAY AVE,6700,19142,2,12,Paschall-Kingsessing,191,8,Joseph W. Catharine School,-75.238171,39.924826
2.02014E+11,Black (Non-Hispanic),Male,Nonfatal,4/11/2020 18:08,No,21,E QUEEN LN,200,19144,8,14,Germantown,198,4,Mastery Charter School at Wister,-75.165345,40.03500099999999
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/11/2020 3:45,Yes,32,CECIL B MOORE AVE,2000,19121,5,22,Sharswood-Stanton,181,3,Mastery Charter School at Douglass,-75.167555,39.979895
2.02025E+11,Hispanic (Black or White),Male,Nonfatal,4/10/2020 23:00,No,23,E WILLARD ST,600,19134,7,25,Upper Kensington,180,2,Lewis Elkin School,-75.118864,39.99835600000001
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/10/2020 21:12,No,34,N 52ND ST,200,19139,3,19,Haddington-Overbrook,190,7,James Rhoads School,-75.224374,39.96339900000001
2.02015E+11,Black (Non-Hispanic),Male,Fatal,4/10/2020 16:40,No,28,DITMAN ST,4700,19124,7,15,Frankford,179,2,Mastery Charter School at Smedley,-75.075594,40.013333999999986
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/10/2020 15:53,No,27,LINDBERGH BLVD,5900,19142,2,12,Eastwick-Elmwood,191,8,Thomas G. Morton School,-75.22133,39.925417
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/10/2020 11:43,Yes,28,RACE ST,5200,19139,3,19,Haddington-Overbrook,190,7,James Rhoads School,-75.225151,39.963164000000006
2012,Other/Unknown,Male,Nonfatal,4/10/2020 0:00,No,,DICKINSON ST,2600,19146,2,17,Schuylkill-Point Breeze,186,8,Delaplaine McDaniel School,-75.188461,39.93428200000002
2.02015E+11,Other/Unknown,Male,Nonfatal,4/9/2020 23:10,No,,TACONY ST,4800,19137,6,15,Frankford,177,5,James J. Sullivan School,-75.073356,40.00800599999999
2.02024E+11,Black (Non-Hispanic),Male,Nonfatal,4/9/2020 18:00,No,33,ARAMINGO AVE,3700,19134,1,24,Juniata Park-Harrowgate,180,5,John H. Webster School,-75.094485,39.994650000000014
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/8/2020 23:41,No,20,N 17TH ST,6700,19126,9,35,Ogontz,203,4,Prince Hall School,-75.145676,40.056967000000014
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/8/2020 16:59,No,38,THOMAS AVE,5300,19143,3,12,Paschall-Kingsessing,188,8,Avery D. Harrington School,-75.229734,39.94717099999998
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/8/2020 16:25,No,41,JUDSON ST,2000,19121,5,22,Strawberry Mansion,195,3,William Dick School,-75.172322,39.985221999999986
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/8/2020 16:25,No,28,JUDSON ST,2000,19121,5,22,Strawberry Mansion,195,3,William Dick School,-75.172322,39.985221999999986
2.02003E+11,Black (Non-Hispanic),Male,Nonfatal,4/8/2020 16:06,No,29,CHRISTIAN ST,200,19147,1,3,Pennsport-Queen Village,182,1,George W. Nebinger School,-75.148573,39.936424
2.02026E+11,Black (Non-Hispanic),Male,Fatal,4/8/2020 15:37,Yes,38,N MARSHALL ST,1500,19122,5,26,Poplar-Temple,181,3,James R. Ludlow School,-75.146592,39.97469
2.02025E+11,Black (Non-Hispanic),Male,Nonfatal,4/8/2020 11:48,No,21,E HILTON ST,700,19134,7,25,Upper Kensington,180,2,Philip H. Sheridan School,-75.115513,39.99725499999998
2.02022E+11,Black (Non-Hispanic),Male,Fatal,4/8/2020 10:24,Yes,28,DIAMOND ST,2900,19121,5,22,Strawberry Mansion,195,3,Richard R. Wright School,-75.18066,39.98782200000001
2.02018E+11,Black (Non-Hispanic),Male,Nonfatal,4/8/2020 0:43,No,19,S 54TH ST,500,19143,3,18,Cobbs Creek,188,8,Global Leadership Academy at Huey,-75.230465,39.95170600000001
2.02035E+11,Black (Non-Hispanic),Male,Fatal,4/7/2020 22:45,No,54,W 65TH AVE,1800,19126,8,35,Ogontz,201,4,Prince Hall School,-75.148646,40.05294999999999
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/7/2020 19:38,No,21,ANGORA TER,5800,19143,3,12,Paschall-Kingsessing,191,8,Add B. Anderson School,-75.239201,39.94492699999999
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/7/2020 19:38,Yes,23,ANGORA TER,5800,19143,3,12,Paschall-Kingsessing,191,8,Add B. Anderson School,-75.239201,39.94492699999999
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/7/2020 16:10,No,20,FLANDERS RD,900,19151,4,19,Haddington-Overbrook,192,7,Lewis C. Cassidy Academics Plus School,-75.254704,39.97641200000001
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/6/2020 19:30,No,23,N 66TH ST,800,19151,4,19,Haddington-Overbrook,192,7,Lewis C. Cassidy Academics Plus School,-75.252248,39.976009999999995
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/6/2020 16:40,No,17,S 68TH ST,1800,19142,2,12,Paschall-Kingsessing,191,8,Joseph W. Catharine School,-75.242612,39.926187999999996
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/6/2020 16:40,No,17,S 68TH ST,1800,19142,2,12,Paschall-Kingsessing,191,8,Joseph W. Catharine School,-75.242612,39.926187999999996
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/6/2020 15:30,No,25,N 68TH ST,800,19151,4,19,Overbrook Park-Wynnefield Heights,192,7,Lewis C. Cassidy Academics Plus School,-75.255375,39.975111
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,4/5/2020 17:34,No,15,N WATTS ST,2300,19132,5,22,Poplar-Temple,181,3,John F. Hartranft School,-75.154821,39.98910699999999
2.02014E+11,Black (Non-Hispanic),Male,Nonfatal,4/5/2020 16:20,No,17,E TULPEHOCKEN ST,100,19144,8,14,East Mt. Airy,201,4,Theodore Roosevelt School,-75.177461,40.04439500000001
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/5/2020 13:57,No,21,OLD YORK RD,5500,19141,9,35,Logan,201,3,Lindley Academy Charter at Birney,-75.144636,40.03694400000001
2.02014E+11,Black (Non-Hispanic),Male,Nonfatal,4/4/2020 21:06,No,51,BLOYD ST,5500,19138,8,14,Germantown,198,4,Mastery Charter School at Pastorius,-75.161561,40.044787
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/4/2020 17:51,No,55,LLOYD ST,2600,19153,2,12,Eastwick-Elmwood,185,8,John M. Patterson School,-75.238848,39.91232800000002
2.02039E+11,Black (Non-Hispanic),Male,Nonfatal,4/4/2020 16:55,No,25,W CLEARFIELD ST,2500,19132,4,39,Nicetown-Tioga,198,7,E. Washington Rhodes School,-75.1711,40.002306000000004
2.02015E+11,Black (Non-Hispanic),Male,Nonfatal,4/4/2020 5:50,Yes,20,WAKELING ST,1600,19124,7,15,Frankford,179,2,Mastery Charter School at Smedley,-75.080388,40.02027399999999
2.02039E+11,Black (Non-Hispanic),Male,Fatal,4/4/2020 1:17,Yes,33,W ONTARIO ST,2200,19140,8,39,Nicetown-Tioga,198,3,Mastery Charter School at Cleveland,-75.166428,40.006552999999975
2.02016E+11,Black (Non-Hispanic),Male,Nonfatal,4/3/2020 17:50,No,30,N 45TH ST,800,19104,3,16,Mill Creek-Parkside,190,7,Martha Washington School,-75.212605,39.966692000000016
2.02012E+11,White (Non-Hispanic),Male,Fatal,4/3/2020 15:00,Yes,36,SAYBROOK AVE,7000,19142,2,12,Paschall-Kingsessing,191,8,John M. Patterson School,-75.241529,39.92003100000001
2.02024E+11,Black (Non-Hispanic),Male,Nonfatal,4/2/2020 20:30,No,32,G ST,3100,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.115814,39.99526999999999
2.02025E+11,White (Non-Hispanic),Male,Nonfatal,4/2/2020 17:00,Yes,26,E ERIE AVE,500,19134,7,25,Hunting Park-Fairhill,180,2,Philip H. Sheridan School,-75.116397,40.006298999999984
2.02035E+11,Black (Non-Hispanic),Male,Nonfatal,4/2/2020 2:16,No,25,LINDLEY AVE,1300,19141,9,35,Logan,201,3,Lindley Academy Charter at Birney,-75.144701,40.03016100000001
2.02018E+11,Black (Non-Hispanic),Male,Nonfatal,4/1/2020 21:27,No,28,S 49TH ST,200,19139,3,18,University City,190,7,Henry C. Lea School,-75.219617,39.956181
2.02039E+11,Black (Non-Hispanic),Male,Nonfatal,4/1/2020 15:15,Yes,44,BOTT ST,3900,19140,8,39,Nicetown-Tioga,198,3,Mastery Charter School at Cleveland,-75.151048,40.013493
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,4/1/2020 14:06,No,20,LLOYD ST,2200,19142,2,12,Paschall-Kingsessing,191,8,John M. Patterson School,-75.245059,39.917989000000006
2.02025E+11,Black (Non-Hispanic),Male,Nonfatal,4/1/2020 12:30,No,20,HURLEY ST,4600,19120,7,25,Hunting Park-Fairhill,197,3,Clara Barton School,-75.117065,40.01942999999999
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/1/2020 9:10,No,34,W THOMPSON ST,5600,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Bluford,-75.232909,39.972210999999994
2.02019E+11,Black (Non-Hispanic),Male,Nonfatal,4/1/2020 0:58,No,27,N WANAMAKER ST,200,19139,4,19,Haddington-Overbrook,190,7,John Barry School,-75.236407,39.96578199999998
2.02016E+11,Black (Non-Hispanic),Female,Nonfatal,3/31/2020 22:38,No,22,N 50TH ST,800,19139,3,16,Mill Creek-Parkside,190,7,James Rhoads School,-75.220327,39.96593500000001
2.02012E+11,Black (Non-Hispanic),Male,Nonfatal,3/31/2020 20:52,No,21,SPRINGFIELD AVE,5300,19143,3,12,Paschall-Kingsessing,186,8,Benjamin B. Comegys School,-75.222789,39.941622
2.02017E+11,Black (Non-Hispanic),Female,Nonfatal,3/31/2020 16:44,No,33,MOUNTAIN ST,2100,19145,2,17,Schuylkill-Point Breeze,186,8,Delaplaine McDaniel School,-75.180024,39.931168
2.02017E+11,White (Non-Hispanic),Female,Nonfatal,3/31/2020 16:44,No,29,MOUNTAIN ST,2100,19145,2,17,Schuylkill-Point Breeze,186,8,Delaplaine McDaniel School,-75.180024,39.931168
2.02039E+11,Black (Non-Hispanic),Male,Fatal,3/31/2020 0:06,No,28,WIEHLE ST,3300,19129,4,39,East Falls-Westside,194,7,Thomas Mifflin School,-75.190095,40.01027600000001
2.02039E+11,Black (Non-Hispanic),Male,Nonfatal,3/30/2020 23:39,No,41,GREENE ST,5200,19144,8,39,Germantown,198,3,John B. Kelly School,-75.169149,40.02958400000003
2.02022E+11,Black (Non-Hispanic),Male,Nonfatal,3/30/2020 22:02,No,1,W HAROLD ST,2300,19132,5,22,Strawberry Mansion,181,3,Thomas M. Peirce School,-75.170348,39.99492399999998
